provider,origin_platform,country_code,year,chart_name,artist,chart_appearances,unique_tracks,best_rank,mean_rank,top10_appearances,top50_appearances,streams_sum,stream_observations,artist_rank
MGD,SPOTIFY,PH,2019,Top 200,December Avenue,2281,9,3,62.213941,111,1242,184254175,2281,2
MGD,SPOTIFY,PH,2019,Top 200,Ed Sheeran,1942,22,1,103.983007,235,451,117366938,1942,3
MGD,SPOTIFY,PH,2019,Top 200,Ben&Ben,1691,15,2,49.416322,337,1075,170576221,1691,4
MGD,SPOTIFY,PH,2019,Top 200,Ariana Grande,1606,25,1,89.497509,90,527,100977131,1606,5
MGD,SPOTIFY,PH,2019,Top 200,BLACKPINK,1567,19,1,107.469049,86,202,74911045,1567,6
MGD,SPOTIFY,PH,2019,Top 200,Taylor Swift,1406,30,1,81.139403,113,524,97299364,1406,7
MGD,SPOTIFY,PH,2019,Top 200,This Band,1177,7,1,30.82158,254,992,135952400,1177,8
MGD,SPOTIFY,PH,2019,Top 200,Lauv,1027,13,20,86.257059,0,384,56434347,1027,9
MGD,SPOTIFY,PH,2019,Top 200,Moira Dela Torre,993,6,24,103.922457,0,128,42603932,993,10
MGD,SPOTIFY,PH,2019,Top 200,Khalid,982,12,9,93.184318,18,276,52782860,982,11
MGD,SPOTIFY,PH,2019,Top 200,Silent Sanctuary,922,5,41,107.866594,0,30,36839532,922,12
MGD,SPOTIFY,PH,2019,Top 200,Sam Smith,918,5,5,66.671024,38,385,64589899,918,13
MGD,SPOTIFY,PH,2019,Top 200,Post Malone,872,13,5,90.159404,97,324,57916981,872,14
MGD,SPOTIFY,PH,2019,Top 200,Bazzi,855,7,13,78.54269,0,374,55373992,855,15
MGD,SPOTIFY,PH,2019,Top 200,Maroon 5,830,4,1,90.762651,96,196,65246808,830,16
MGD,SPOTIFY,PH,2019,Top 200,Russ,788,7,8,54.865482,10,568,65487131,788,17
MGD,SPOTIFY,PH,2019,Top 200,Hale,787,3,52,95.972046,0,0,31123549,787,18
MGD,SPOTIFY,PH,2019,Top 200,Shawn Mendes,755,5,6,121.940397,15,110,32848958,755,19
MGD,SPOTIFY,PH,2019,Top 200,I Belong to the Zoo,728,2,1,22.907967,230,686,95076444,728,20
MGD,SPOTIFY,PH,2019,Top 200,South Border,727,3,67,126.965612,0,0,23717718,727,21
MGD,SPOTIFY,PH,2019,Top 200,Callalily,726,2,28,97.727273,0,54,30061015,726,22
MGD,SPOTIFY,PH,2019,Top 200,Billie Eilish,648,12,17,93.770062,0,173,33252661,648,23
MGD,SPOTIFY,PH,2019,Top 200,Backstreet Boys,608,3,75,145.485197,0,0,17872205,608,24
MGD,SPOTIFY,PH,2019,Top 200,BTS,593,11,1,73.134907,48,231,40023076,593,25
MGD,SPOTIFY,PH,2020,Top 200,Ben&Ben,3725,17,1,53.080537,251,2336,297135053,3725,1
MGD,SPOTIFY,PH,2020,Top 200,Taylor Swift,2036,51,1,113.150295,96,355,101044881,2036,2
MGD,SPOTIFY,PH,2020,Top 200,LANY,1662,27,12,98.894705,0,433,84338554,1662,3
MGD,SPOTIFY,PH,2020,Top 200,BTS,1563,59,1,87.213052,202,433,119832524,1563,4
MGD,SPOTIFY,PH,2020,Top 200,BLACKPINK,1527,20,1,85.684348,333,615,139684391,1527,5
MGD,SPOTIFY,PH,2020,Top 200,December Avenue,1433,9,23,108.382415,0,135,58983782,1433,6
MGD,SPOTIFY,PH,2020,Top 200,Ed Sheeran,1345,9,17,133.216357,0,112,50645656,1345,7
MGD,SPOTIFY,PH,2020,Top 200,Lauv,1244,23,37,97.227492,0,144,56153275,1244,8
MGD,SPOTIFY,PH,2020,Top 200,TWICE,1137,50,1,130.905013,54,129,48457463,1137,9
MGD,SPOTIFY,PH,2020,Top 200,Ariana Grande,1012,23,1,84.262846,240,424,81014091,1012,10
MGD,SPOTIFY,PH,2020,Top 200,Harry Styles,959,4,19,102.977059,0,108,41274733,959,11
MGD,SPOTIFY,PH,2020,Top 200,Dua Lipa,956,18,1,79.74477,133,391,69234185,956,12
MGD,SPOTIFY,PH,2020,Top 200,Maroon 5,924,5,2,88.582251,66,358,58483408,924,13
MGD,SPOTIFY,PH,2020,Top 200,Justin Bieber,807,7,1,37.831475,322,559,96309666,807,14
MGD,SPOTIFY,PH,2020,Top 200,Sam Smith,791,10,38,131.101138,0,22,26166447,791,15
MGD,SPOTIFY,PH,2020,Top 200,This Band,739,4,52,105.899865,0,0,28760082,739,16
MGD,SPOTIFY,PH,2020,Top 200,Lewis Capaldi,732,2,7,47.483607,65,534,65478676,732,17
MGD,SPOTIFY,PH,2020,Top 200,Hale,731,2,69,103.956224,0,0,26366666,731,18
MGD,SPOTIFY,PH,2020,Top 200,South Border,689,2,56,104.139332,0,0,25969253,689,19
MGD,SPOTIFY,PH,2020,Top 200,Eraserheads,599,8,33,150.689482,0,13,17903766,599,20
MGD,SPOTIFY,PH,2020,Top 200,The Weeknd,596,18,22,88.224832,0,161,29409650,596,21
MGD,SPOTIFY,PH,2020,Top 200,Bazzi,595,4,29,114.838655,0,98,24822019,595,22
MGD,SPOTIFY,PH,2020,Top 200,Stephen Speaks,593,3,65,119.548061,0,0,20403992,593,23
MGD,SPOTIFY,PH,2020,Top 200,Jeremy Zucker,552,5,22,69.326087,0,172,33107415,552,24
MGD,SPOTIFY,PH,2020,Top 200,Michael Pangilinan,549,2,85,142.701275,0,0,16431807,549,25
MGD,SPOTIFY,PH,2021,Top 200,Ben&Ben,3464,32,1,76.175231,8,1022,197483567,3464,1
MGD,SPOTIFY,PH,2021,Top 200,Taylor Swift,2497,102,1,110.121746,96,512,155274854,2497,2
MGD,SPOTIFY,PH,2021,Top 200,BTS,2174,36,1,77.49586,291,926,181193543,2174,3
MGD,SPOTIFY,PH,2021,Top 200,Olivia Rodrigo,2124,15,1,48.670433,465,1350,241446692,2124,4
MGD,SPOTIFY,PH,2021,Top 200,Justin Bieber,1705,28,1,79.932551,206,735,131860303,1705,5
MGD,SPOTIFY,PH,2021,Top 200,Ariana Grande,1691,13,1,99.170905,101,397,94037803,1691,6
MGD,SPOTIFY,PH,2021,Top 200,Ed Sheeran,1499,19,8,128.302869,5,281,71529208,1499,7
MGD,SPOTIFY,PH,2021,Top 200,BLACKPINK,1079,12,9,117.837813,6,109,43876436,1079,8
MGD,SPOTIFY,PH,2021,Top 200,LANY,1078,14,42,116.730983,0,40,44577740,1078,9
MGD,SPOTIFY,PH,2021,Top 200,TWICE,1067,52,4,106.434864,28,263,60121422,1067,10
MGD,SPOTIFY,PH,2021,Top 200,Arthur Nery,1053,10,1,73.722697,101,462,103487446,1053,11
MGD,SPOTIFY,PH,2021,Top 200,Dua Lipa,990,4,6,78.907071,13,403,63568357,990,12
MGD,SPOTIFY,PH,2021,Top 200,Bruno Mars,934,6,36,117.006424,0,36,37496308,934,13
MGD,SPOTIFY,PH,2021,Top 200,Doja Cat,853,10,9,54.179367,19,554,79939442,853,14
MGD,SPOTIFY,PH,2021,Top 200,Maroon 5,838,5,10,106.039379,4,154,40290647,838,15
MGD,SPOTIFY,PH,2021,Top 200,The Weeknd,814,6,10,88.837838,3,281,51920320,814,16
MGD,SPOTIFY,PH,2021,Top 200,Harry Styles,795,3,88,145.207547,0,0,26242645,795,17
MGD,SPOTIFY,PH,2021,Top 200,Zack Tabudlo,783,12,1,34.782886,310,620,127258476,783,18
MGD,SPOTIFY,PH,2021,Top 200,Silent Sanctuary,741,8,53,118.112011,0,0,29865080,741,19
MGD,SPOTIFY,PH,2021,Top 200,Hale,722,2,47,99.012465,0,14,32471459,722,20
MGD,SPOTIFY,PH,2021,Top 200,December Avenue,709,3,51,131.973202,0,0,25310171,709,21
MGD,SPOTIFY,PH,2021,Top 200,Lewis Capaldi,698,2,32,103.103152,0,125,31196750,698,22
MGD,SPOTIFY,PH,2021,Top 200,Eraserheads,674,2,95,144.581602,0,0,21963739,674,23
MGD,SPOTIFY,PH,2021,Top 200,IV Of Spades,634,2,80,124.938486,0,0,23612854,634,24
MGD,SPOTIFY,PH,2021,Top 200,Maximillian,579,2,7,80.746114,15,227,34776628,579,25
MGD,SPOTIFY,PH,2022,Top 200,Ben&Ben,578,9,52,99.647059,0,0,29631811,578,1
MGD,SPOTIFY,PH,2022,Top 200,Taylor Swift,521,13,9,108.629559,7,144,34992420,521,2
MGD,SPOTIFY,PH,2022,Top 200,Zack Tabudlo,394,8,1,22.385787,152,361,74860738,394,3
MGD,SPOTIFY,PH,2022,Top 200,Olivia Rodrigo,389,7,42,79.706941,0,39,23781652,389,4
MGD,SPOTIFY,PH,2022,Top 200,Arthur Nery,374,9,2,41.895722,72,291,46895879,374,5
MGD,SPOTIFY,PH,2022,Top 200,BTS,349,7,43,119.040115,0,14,17170449,349,6
MGD,SPOTIFY,PH,2022,Top 200,Justin Bieber,269,5,6,98.635688,65,72,22614573,269,7
MGD,SPOTIFY,PH,2022,Top 200,Ed Sheeran,248,5,18,103.975806,0,34,14330070,248,8
MGD,SPOTIFY,PH,2022,Top 200,The Weeknd,233,15,51,122.497854,0,0,10657973,233,9
MGD,SPOTIFY,PH,2022,Top 200,Al James,221,4,7,95.289593,42,59,18159654,221,10
MGD,SPOTIFY,PH,2022,Top 200,Doja Cat,216,3,23,63.893519,0,84,16217883,216,11
MGD,SPOTIFY,PH,2022,Top 200,Ariana Grande,216,3,82,144.319444,0,0,8751030,216,12
MGD,SPOTIFY,PH,2022,Top 200,Adie,212,5,4,30.919811,144,144,36708750,212,13
MGD,SPOTIFY,PH,2022,Top 200,ENHYPEN,200,12,10,94.97,1,67,15069603,200,14
MGD,SPOTIFY,PH,2022,Top 200,December Avenue,184,3,56,121.125,0,0,8400040,184,15
MGD,SPOTIFY,PH,2022,Top 200,Lil Nas X,168,3,44,95.095238,0,5,9288107,168,16
MGD,SPOTIFY,PH,2022,Top 200,NIKI,154,3,2,31.831169,67,138,25081967,154,17
MGD,SPOTIFY,PH,2022,Top 200,Troye Sivan,153,3,23,94.124183,0,50,10409916,153,18
MGD,SPOTIFY,PH,2022,Top 200,TWICE,146,3,36,107.979452,0,39,8304027,146,19
MGD,SPOTIFY,PH,2022,Top 200,LANY,146,3,76,122.616438,0,0,6692265,146,20
MGD,SPOTIFY,PH,2022,Top 200,NOBITA,144,2,4,22.555556,72,144,24382736,144,21
MGD,SPOTIFY,PH,2022,Top 200,"Bruno Mars, Anderson .Paak, Silk Sonic",144,2,26,83.659722,0,41,9156664,144,22
MGD,SPOTIFY,PH,2022,Top 200,Hale,144,2,42,95.506944,0,51,8956313,144,23
MGD,SPOTIFY,PH,2022,Top 200,Silent Sanctuary,144,2,51,80.993056,0,0,8436799,144,24
MGD,SPOTIFY,PH,2022,Top 200,Billie Eilish,144,2,62,106.555556,0,0,7179355,144,25
MGD,SPOTIFY,PL,2018,Top 200,Taco Hemingway,2691,25,1,107.080639,131,612,44520726,2691,1
MGD,SPOTIFY,PL,2018,Top 200,"TACONAFIDE, Quebonafide, Taco Hemingway",2326,24,1,72.38951,444,1108,66763731,2326,2
MGD,SPOTIFY,PL,2018,Top 200,Dawid Podsiadło,1557,19,1,73.322415,437,730,49219447,1557,3
MGD,SPOTIFY,PL,2018,Top 200,Imagine Dragons,1354,39,3,96.75997,56,362,21622645,1354,4
MGD,SPOTIFY,PL,2018,Top 200,XXXTENTACION,1216,30,2,111.536184,12,203,17518663,1216,5
MGD,SPOTIFY,PL,2018,Top 200,Young Igi,1110,14,2,95.872973,74,294,18299232,1110,6
MGD,SPOTIFY,PL,2018,Top 200,"Bedoes, Kubi Producent",1003,14,3,94.647059,58,230,16010573,1003,7
MGD,SPOTIFY,PL,2018,Top 200,Ed Sheeran,951,14,3,93.3796,28,333,14510351,951,8
MGD,SPOTIFY,PL,2018,Top 200,Post Malone,882,22,12,96.007937,0,189,13041973,882,9
MGD,SPOTIFY,PL,2018,Top 200,Dua Lipa,758,6,1,75.790237,86,292,14226426,758,10
MGD,SPOTIFY,PL,2018,Top 200,Drake,694,27,2,90.491354,68,262,12665376,694,11
MGD,SPOTIFY,PL,2018,Top 200,Ariana Grande,669,24,2,66.414051,122,348,17225301,669,12
MGD,SPOTIFY,PL,2018,Top 200,Shawn Mendes,665,24,2,120.081203,7,100,7940860,665,13
MGD,SPOTIFY,PL,2018,Top 200,Paluch,656,16,3,133.112805,2,45,7632388,656,14
MGD,SPOTIFY,PL,2018,Top 200,Ofenbach,646,4,11,91.48452,0,190,9353899,646,15
MGD,SPOTIFY,PL,2018,Top 200,PRO8L3M,636,27,1,102.435535,35,118,9133525,636,16
MGD,SPOTIFY,PL,2018,Top 200,Reto,635,6,8,89.84252,10,183,10824314,635,17
MGD,SPOTIFY,PL,2018,Top 200,White 2115,626,14,5,89.848243,32,177,12132452,626,18
MGD,SPOTIFY,PL,2018,Top 200,Avicii,614,18,14,115.390879,0,93,7398374,614,19
MGD,SPOTIFY,PL,2018,Top 200,Clean Bandit,610,11,2,75.381967,89,253,12948391,610,20
MGD,SPOTIFY,PL,2018,Top 200,Camila Cabello,576,13,1,77.645833,60,209,9920208,576,21
MGD,SPOTIFY,PL,2018,Top 200,Guzior,568,8,14,89.950704,0,108,9387758,568,22
MGD,SPOTIFY,PL,2018,Top 200,Szpaku,540,10,1,67.114815,31,273,13360459,540,23
MGD,SPOTIFY,PL,2018,Top 200,Żabson,511,9,15,108.784736,0,73,6574832,511,24
MGD,SPOTIFY,PL,2018,Top 200,Axwell /\ Ingrosso,499,4,4,88.498998,56,168,8324987,499,25
MGD,SPOTIFY,PL,2019,Top 200,Dawid Podsiadło,2233,17,5,95.42275,119,631,53779026,2233,1
MGD,SPOTIFY,PL,2019,Top 200,Billie Eilish,2037,25,1,89.263623,225,744,55824280,2037,2
MGD,SPOTIFY,PL,2019,Top 200,chillwagon,1734,26,4,77.766436,115,605,48907897,1734,3
MGD,SPOTIFY,PL,2019,Top 200,White 2115,1315,13,11,94.43346,0,431,32154711,1315,4
MGD,SPOTIFY,PL,2019,Top 200,Ariana Grande,1278,27,1,87.118153,194,442,35601778,1278,5
MGD,SPOTIFY,PL,2019,Top 200,PRO8L3M,1182,17,1,107.27242,76,288,26418267,1182,6
MGD,SPOTIFY,PL,2019,Top 200,Taco Hemingway,1163,12,2,85.071367,114,361,36270012,1163,7
MGD,SPOTIFY,PL,2019,Top 200,schafter,1055,22,1,85.200948,136,372,33777365,1055,8
MGD,SPOTIFY,PL,2019,Top 200,Post Malone,994,27,16,104.676056,0,212,21155332,994,9
MGD,SPOTIFY,PL,2019,Top 200,Szpaku,971,6,14,116.973223,0,106,16993310,971,10
MGD,SPOTIFY,PL,2019,Top 200,Ed Sheeran,933,22,1,80.85209,73,354,27044619,933,11
MGD,SPOTIFY,PL,2019,Top 200,Otsochodzi,911,14,9,120.262349,1,147,16540759,911,12
MGD,SPOTIFY,PL,2019,Top 200,Young Igi,777,13,4,77.415701,32,337,19465528,777,13
MGD,SPOTIFY,PL,2019,Top 200,"Sarius, Gibbs",765,16,13,99.763399,0,88,15863516,765,14
MGD,SPOTIFY,PL,2019,Top 200,"TACONAFIDE, Quebonafide, Taco Hemingway",716,4,12,127.027933,0,40,11458856,716,15
MGD,SPOTIFY,PL,2019,Top 200,Guzior,697,2,78,130.938307,0,0,11404439,697,16
MGD,SPOTIFY,PL,2019,Top 200,"Bedoes, Lanek",692,15,1,30.099711,271,533,42964874,692,17
MGD,SPOTIFY,PL,2019,Top 200,Ava Max,645,3,2,84.406202,49,247,16437158,645,18
MGD,SPOTIFY,PL,2019,Top 200,Imagine Dragons,626,4,26,126.984026,0,42,9891383,626,19
MGD,SPOTIFY,PL,2019,Top 200,Kubi Producent,610,14,5,90.552459,15,185,14489685,610,20
MGD,SPOTIFY,PL,2019,Top 200,5 Seconds of Summer,586,6,8,88.459044,2,167,13039176,586,21
MGD,SPOTIFY,PL,2019,Top 200,BLACHA,543,8,23,114.674033,0,16,9839796,543,22
MGD,SPOTIFY,PL,2019,Top 200,Tymek,526,6,4,48.802281,79,348,19035182,526,23
MGD,SPOTIFY,PL,2019,Top 200,"Bedoes, Kubi Producent",522,6,38,119.187739,0,5,8968545,522,24
MGD,SPOTIFY,PL,2019,Top 200,Calvin Harris,507,2,7,87.134122,12,133,11134516,507,25
MGD,SPOTIFY,PL,2020,Top 200,Mata,2283,20,1,71.169514,199,1069,87218420,2283,1
MGD,SPOTIFY,PL,2020,Top 200,"Bedoes, Lanek",2060,9,2,87.66068,99,653,64516414,2060,2
MGD,SPOTIFY,PL,2020,Top 200,White 2115,1679,19,3,90.399047,46,477,52682387,1679,3
MGD,SPOTIFY,PL,2020,Top 200,chillwagon,1434,45,1,97.294282,82,363,44015494,1434,4
MGD,SPOTIFY,PL,2020,Top 200,Żabson,1257,6,4,82.904535,41,407,40652656,1257,5
MGD,SPOTIFY,PL,2020,Top 200,sanah,1247,21,1,72.687249,158,580,47491842,1247,6
MGD,SPOTIFY,PL,2020,Top 200,Dua Lipa,1026,18,1,74.307992,65,538,38750421,1026,7
MGD,SPOTIFY,PL,2020,Top 200,Billie Eilish,1017,8,2,106.415929,25,210,28106033,1017,8
MGD,SPOTIFY,PL,2020,Top 200,Taco Hemingway,896,13,3,108.96875,22,94,27092498,896,9
MGD,SPOTIFY,PL,2020,Top 200,Dawid Podsiadło,886,4,41,124.232506,0,16,19619982,886,10
MGD,SPOTIFY,PL,2020,Top 200,PRO8L3M,884,24,1,109.239819,61,197,27785706,884,11
MGD,SPOTIFY,PL,2020,Top 200,Ava Max,876,13,12,106.525114,0,201,24232190,876,12
MGD,SPOTIFY,PL,2020,Top 200,Harry Styles,719,5,3,86.784423,78,293,25102903,719,13
MGD,SPOTIFY,PL,2020,Top 200,The Weeknd,716,18,1,45.168994,184,524,35483409,716,14
MGD,SPOTIFY,PL,2020,Top 200,Young Igi,710,6,18,101.484507,0,51,18912469,710,15
MGD,SPOTIFY,PL,2020,Top 200,Lewis Capaldi,682,2,43,126.797654,0,5,15249398,682,16
MGD,SPOTIFY,PL,2020,Top 200,Travis Scott,574,8,10,138.04007,1,37,12156522,574,17
MGD,SPOTIFY,PL,2020,Top 200,Ariana Grande,558,22,3,104.944444,40,127,18082142,558,18
MGD,SPOTIFY,PL,2020,Top 200,Malik Montana,551,3,1,56.023593,90,253,23158287,551,19
MGD,SPOTIFY,PL,2020,Top 200,Guzior,546,10,1,96.326007,73,138,21464991,546,20
MGD,SPOTIFY,PL,2020,Top 200,Tymek,524,4,17,99.354962,0,133,14563420,524,21
MGD,SPOTIFY,PL,2020,Top 200,schafter,501,13,21,94.41517,0,93,14345583,501,22
MGD,SPOTIFY,PL,2020,Top 200,Gedz,475,3,51,82.008421,0,0,13337597,475,23
MGD,SPOTIFY,PL,2020,Top 200,"Sarius, Gibbs",463,3,111,155.518359,0,0,8593621,463,24
MGD,SPOTIFY,PL,2020,Top 200,Quebonafide,461,9,1,68.312364,97,224,21685766,461,25
MGD,SPOTIFY,PL,2021,Top 200,sanah,3689,39,1,93.105178,210,1086,175644976,3689,1
MGD,SPOTIFY,PL,2021,Top 200,"Bedoes, Lanek",1945,20,1,110.612853,62,414,63532064,1945,2
MGD,SPOTIFY,PL,2021,Top 200,Mata,1879,13,1,87.472592,282,686,134554719,1879,3
MGD,SPOTIFY,PL,2021,Top 200,White 2115,1572,8,3,100.892494,31,251,60705204,1572,4
MGD,SPOTIFY,PL,2021,Top 200,Olivia Rodrigo,1081,13,1,109.651249,81,226,42327744,1081,5
MGD,SPOTIFY,PL,2021,Top 200,Dua Lipa,965,6,16,108.05285,0,215,32079747,965,6
MGD,SPOTIFY,PL,2021,Top 200,The Weeknd,867,7,5,88.261822,65,271,34641610,867,7
MGD,SPOTIFY,PL,2021,Top 200,Żabson,782,13,3,118.87468,33,130,23234370,782,8
MGD,SPOTIFY,PL,2021,Top 200,Måneskin,776,13,1,76.685567,106,334,49970572,776,9
MGD,SPOTIFY,PL,2021,Top 200,chillwagon,769,12,24,135.094928,0,35,21218158,769,10
MGD,SPOTIFY,PL,2021,Top 200,The Neighbourhood,693,2,25,111.044733,0,78,21567185,693,11
MGD,SPOTIFY,PL,2021,Top 200,"Sobel, PSR",662,7,2,80.851964,124,291,41096570,662,12
MGD,SPOTIFY,PL,2021,Top 200,Doja Cat,661,9,13,91.576399,0,209,26681608,661,13
MGD,SPOTIFY,PL,2021,Top 200,Chivas,609,15,14,119.47619,0,84,20416211,609,14
MGD,SPOTIFY,PL,2021,Top 200,Lil Nas X,606,8,4,81.933993,33,218,29171873,606,15
MGD,SPOTIFY,PL,2021,Top 200,Guzior,598,5,1,82.339465,102,290,28678352,598,16
MGD,SPOTIFY,PL,2021,Top 200,Billie Eilish,592,25,9,115.934122,2,100,19026073,592,17
MGD,SPOTIFY,PL,2021,Top 200,"Sobel, Magiera",576,4,4,50.697917,62,386,31358542,576,18
MGD,SPOTIFY,PL,2021,Top 200,"Oki, Young Igi, Otsochodzi, OIO, @atutowy",563,11,3,97.980462,23,119,20354754,563,19
MGD,SPOTIFY,PL,2021,Top 200,"Sobel, Piotrek Lewandowski",543,3,1,71.635359,120,236,40339850,543,20
MGD,SPOTIFY,PL,2021,Top 200,Reto,528,14,9,90.950758,2,149,24133575,528,21
MGD,SPOTIFY,PL,2021,Top 200,Malik Montana,520,5,5,116.526923,14,69,18392843,520,22
MGD,SPOTIFY,PL,2021,Top 200,Young Leosia,516,7,1,57.213178,67,276,33024412,516,23
MGD,SPOTIFY,PL,2021,Top 200,Kizo,490,10,2,47.340816,164,315,50383962,490,24
MGD,SPOTIFY,PL,2021,Top 200,"Białas, White 2115",487,9,6,83.049281,8,143,22322401,487,25
MGD,SPOTIFY,PL,2022,Top 200,sanah,514,9,15,113.40856,0,75,20794109,514,1
MGD,SPOTIFY,PL,2022,Top 200,White 2115,307,6,31,101.925081,0,29,12560624,307,2
MGD,SPOTIFY,PL,2022,Top 200,Mata,250,5,11,75.948,0,141,14688828,250,3
MGD,SPOTIFY,PL,2022,Top 200,Kizo,214,3,9,86.686916,1,72,11129336,214,4
MGD,SPOTIFY,PL,2022,Top 200,The Neighbourhood,211,3,36,96.672986,0,26,8994883,211,5
MGD,SPOTIFY,PL,2022,Top 200,"Żabson, Young Igi",210,7,5,93.361905,30,74,13290919,210,6
MGD,SPOTIFY,PL,2022,Top 200,Kacperczyk,183,3,67,120.825137,0,0,6520337,183,7
MGD,SPOTIFY,PL,2022,Top 200,Labrinth,178,6,63,139.595506,0,0,5771141,178,8
MGD,SPOTIFY,PL,2022,Top 200,"Bedoes, Lanek",178,4,128,163.41573,0,0,4997389,178,9
MGD,SPOTIFY,PL,2022,Top 200,The Weeknd,160,21,30,143.65,0,5,5076668,160,10
MGD,SPOTIFY,PL,2022,Top 200,Lil Nas X,147,3,61,127.061224,0,0,5082618,147,11
MGD,SPOTIFY,PL,2022,Top 200,Young Leosia,145,3,21,76.365517,0,18,6917511,145,12
MGD,SPOTIFY,PL,2022,Top 200,Ed Sheeran,145,3,38,84.875862,0,12,6449135,145,13
MGD,SPOTIFY,PL,2022,Top 200,"Mata, Trooh Hippi",144,2,3,44.826389,35,77,12893863,144,14
MGD,SPOTIFY,PL,2022,Top 200,"mgng, MASNY BEN",144,2,4,44.090278,9,93,10861951,144,15
MGD,SPOTIFY,PL,2022,Top 200,Olivia Rodrigo,128,3,120,175.945312,0,0,3388365,128,16
MGD,SPOTIFY,PL,2022,Top 200,Sentino,119,17,41,105.638655,0,4,4562293,119,17
MGD,SPOTIFY,PL,2022,Top 200,Adele,107,2,43,110.271028,0,9,4265803,107,18
MGD,SPOTIFY,PL,2022,Top 200,Doja Cat,102,3,86,134.745098,0,0,3340243,102,19
MGD,SPOTIFY,PL,2022,Top 200,Måneskin,92,2,89,148.771739,0,0,2744293,92,20
MGD,SPOTIFY,PL,2022,Top 200,Kinny Zimmer,89,2,1,43.011236,69,72,11124853,89,21
MGD,SPOTIFY,PL,2022,Top 200,Reto,82,2,19,63.292683,0,46,4827325,82,22
MGD,SPOTIFY,PL,2022,Top 200,Chivas,81,2,144,179.098765,0,0,2134763,81,23
MGD,SPOTIFY,PL,2022,Top 200,Jason Derulo,75,2,71,135.333333,0,0,2417742,75,24
MGD,SPOTIFY,PL,2022,Top 200,Daria,73,2,33,76.821918,0,12,3468212,73,25
MGD,SPOTIFY,PT,2018,Top 200,XXXTENTACION,2662,43,1,84.581142,134,823,18950370,2662,1
MGD,SPOTIFY,PT,2018,Top 200,Post Malone,1769,25,1,76.641605,208,795,14543592,1769,2
MGD,SPOTIFY,PT,2018,Top 200,Wet Bed Gang,1584,8,1,75.409091,162,640,14107552,1584,3
MGD,SPOTIFY,PT,2018,Top 200,Piruka,1461,8,4,94.456537,25,339,8690090,1461,4
MGD,SPOTIFY,PT,2018,Top 200,Drake,1459,39,1,66.179575,301,682,15524815,1459,5
MGD,SPOTIFY,PT,2018,Top 200,Imagine Dragons,1439,41,6,101.729673,27,225,8062961,1439,6
MGD,SPOTIFY,PT,2018,Top 200,Ed Sheeran,1093,9,14,113.080512,0,243,5663727,1093,7
MGD,SPOTIFY,PT,2018,Top 200,Richie Campbell,1092,9,4,101.148352,45,197,5924271,1092,8
MGD,SPOTIFY,PT,2018,Top 200,Khalid,1019,14,6,86.841021,66,274,7254300,1019,9
MGD,SPOTIFY,PT,2018,Top 200,Travis Scott,999,21,3,106.563564,5,201,5517489,999,10
MGD,SPOTIFY,PT,2018,Top 200,Shawn Mendes,871,27,3,102.486797,12,210,4838868,871,11
MGD,SPOTIFY,PT,2018,Top 200,Camila Cabello,776,14,1,93.291237,66,253,5298163,776,12
MGD,SPOTIFY,PT,2018,Top 200,Ariana Grande,770,22,1,65.638961,85,322,7206457,770,13
MGD,SPOTIFY,PT,2018,Top 200,Dua Lipa,746,4,5,82.336461,72,312,5420669,746,14
MGD,SPOTIFY,PT,2018,Top 200,Dillaz,727,3,13,95.602476,0,65,3793679,727,15
MGD,SPOTIFY,PT,2018,Top 200,Eminem,704,18,2,92.609375,66,208,5072438,704,16
MGD,SPOTIFY,PT,2018,Top 200,Kendrick Lamar,685,10,2,94.940146,68,214,4496173,685,17
MGD,SPOTIFY,PT,2018,Top 200,MC Kevinho,623,5,44,125.081862,0,4,2383596,623,18
MGD,SPOTIFY,PT,2018,Top 200,Clean Bandit,611,9,9,90.02946,16,220,4187112,611,19
MGD,SPOTIFY,PT,2018,Top 200,Arctic Monkeys,553,22,1,134.146474,6,52,2356594,553,20
MGD,SPOTIFY,PT,2018,Top 200,Holly Hood,534,5,10,116.138577,1,94,2951100,534,21
MGD,SPOTIFY,PT,2018,Top 200,Maluma,523,7,24,130.762906,0,40,2006634,523,22
MGD,SPOTIFY,PT,2018,Top 200,Billie Eilish,470,9,12,93.478723,0,125,2897421,470,23
MGD,SPOTIFY,PT,2018,Top 200,"Nicky Jam, J Balvin",467,2,2,59.254818,110,227,4505464,467,24
MGD,SPOTIFY,PT,2018,Top 200,The Weeknd,458,7,2,77.537118,61,212,3690971,458,25
MGD,SPOTIFY,PT,2019,Top 200,Billie Eilish,2363,24,3,103.620821,136,550,18820755,2363,1
MGD,SPOTIFY,PT,2019,Top 200,Wet Bed Gang,2329,12,1,69.135681,370,901,27752616,2329,2
MGD,SPOTIFY,PT,2019,Top 200,Post Malone,1863,37,4,87.468062,137,574,16998841,1863,3
MGD,SPOTIFY,PT,2019,Top 200,ProfJam,1667,16,1,55.44751,260,985,21366849,1667,4
MGD,SPOTIFY,PT,2019,Top 200,Ariana Grande,1425,24,1,91.510175,136,425,12890508,1425,5
MGD,SPOTIFY,PT,2019,Top 200,Ed Sheeran,1260,40,1,92.643651,124,418,12689075,1260,6
MGD,SPOTIFY,PT,2019,Top 200,Plutónio,1231,23,2,46.554021,321,890,19878377,1231,7
