provider,origin_platform,country_code,year,chart_name,artist,chart_appearances,unique_tracks,best_rank,mean_rank,top10_appearances,top50_appearances,streams_sum,stream_observations,artist_rank
MGD,SPOTIFY,CL,2018,Top 200,Ed Sheeran,1440,6,27,117.651389,0,66,33398027,1440,3
MGD,SPOTIFY,CL,2018,Top 200,Anuel AA,1370,11,2,93.035766,101,246,63301961,1370,4
MGD,SPOTIFY,CL,2018,Top 200,Maluma,1228,11,16,98.618893,0,393,44102447,1228,5
MGD,SPOTIFY,CL,2018,Top 200,Bad Bunny,1216,25,1,78.402961,153,495,75129006,1216,6
MGD,SPOTIFY,CL,2018,Top 200,Manuel Turizo,1020,5,17,89.335294,0,260,36873705,1020,7
MGD,SPOTIFY,CL,2018,Top 200,Moral Distraida,1020,14,45,120.339216,0,8,22916501,1020,8
MGD,SPOTIFY,CL,2018,Top 200,Piso 21,994,7,1,70.581489,147,350,53881572,994,9
MGD,SPOTIFY,CL,2018,Top 200,Zion & Lennox,957,7,1,66.125392,193,521,66674727,957,10
MGD,SPOTIFY,CL,2018,Top 200,Santaferia,952,8,21,98.340336,0,239,32339036,952,11
MGD,SPOTIFY,CL,2018,Top 200,Dua Lipa,909,6,28,105.488449,0,32,23833732,909,12
MGD,SPOTIFY,CL,2018,Top 200,Danny Ocean,873,3,7,58.572738,92,428,49690567,873,13
MGD,SPOTIFY,CL,2018,Top 200,XXXTENTACION,871,19,4,124.898967,1,72,20885385,871,14
MGD,SPOTIFY,CL,2018,Top 200,Wisin,793,4,17,103.924338,0,157,24045095,793,15
MGD,SPOTIFY,CL,2018,Top 200,Yandel,740,4,22,103.274324,0,158,21313952,740,16
MGD,SPOTIFY,CL,2018,Top 200,CNCO,663,12,14,103.227753,0,119,19784156,663,17
MGD,SPOTIFY,CL,2018,Top 200,Sebastian Yatra,639,10,33,110.896714,0,66,16324079,639,18
MGD,SPOTIFY,CL,2018,Top 200,Queen,630,13,26,124.54127,0,57,18887466,630,19
MGD,SPOTIFY,CL,2018,Top 200,Imagine Dragons,596,15,64,142.513423,0,0,11055216,596,20
MGD,SPOTIFY,CL,2018,Top 200,J Balvin,565,13,20,83.368142,0,215,22341034,565,21
MGD,SPOTIFY,CL,2018,Top 200,Paulo Londra,506,8,1,61.559289,55,273,36518143,506,22
MGD,SPOTIFY,CL,2018,Top 200,"Nicky Jam, J Balvin",490,2,1,47.308163,121,327,42884163,490,23
MGD,SPOTIFY,CL,2018,Top 200,Bruno Mars,486,5,69,145.549383,0,0,8108676,486,24
MGD,SPOTIFY,CL,2018,Top 200,Villa Cariño,479,3,58,129.258873,0,0,9919222,479,25
MGD,SPOTIFY,CL,2019,Top 200,Bad Bunny,2857,18,1,98.944697,103,635,146549804,2857,1
MGD,SPOTIFY,CL,2019,Top 200,Paulo Londra,1847,23,2,76.950189,156,698,125016518,1847,2
MGD,SPOTIFY,CL,2019,Top 200,Cami,1600,16,11,122.500625,0,98,54675151,1600,3
MGD,SPOTIFY,CL,2019,Top 200,Paloma Mami,1155,5,1,55.058874,257,653,120909803,1155,4
MGD,SPOTIFY,CL,2019,Top 200,Santaferia,1120,8,25,95.803571,0,131,46942586,1120,5
MGD,SPOTIFY,CL,2019,Top 200,Ozuna,914,13,7,92.340263,37,278,49634889,914,6
MGD,SPOTIFY,CL,2019,Top 200,Queen,875,7,60,141.812571,0,0,24058607,875,7
MGD,SPOTIFY,CL,2019,Top 200,Ed Sheeran,800,14,28,150.31625,0,4,21272701,800,8
MGD,SPOTIFY,CL,2019,Top 200,Maluma,757,7,18,73.44782,0,295,44333112,757,9
MGD,SPOTIFY,CL,2019,Top 200,Danny Ocean,719,7,58,131.734353,0,0,21056986,719,10
MGD,SPOTIFY,CL,2019,Top 200,Tommy Boysen,676,5,12,61.886095,0,322,47825091,676,11
MGD,SPOTIFY,CL,2019,Top 200,Zion & Lennox,645,4,35,119.229457,0,60,22187979,645,12
MGD,SPOTIFY,CL,2019,Top 200,Billie Eilish,622,12,31,127.461415,0,1,19862054,622,13
MGD,SPOTIFY,CL,2019,Top 200,DrefQuila,621,5,38,108.122383,0,63,24226107,621,14
MGD,SPOTIFY,CL,2019,Top 200,"J Balvin, Bad Bunny",612,6,4,51.084967,182,416,71714317,612,15
MGD,SPOTIFY,CL,2019,Top 200,Sebastian Yatra,567,9,28,128.751323,0,62,19319643,567,16
MGD,SPOTIFY,CL,2019,Top 200,Pablo Chill-E,566,8,32,130.162544,0,48,18395629,566,17
MGD,SPOTIFY,CL,2019,Top 200,Manuel Turizo,566,10,51,133.083039,0,0,17674505,566,18
MGD,SPOTIFY,CL,2019,Top 200,Anuel AA,487,6,21,136.870637,0,56,15708009,487,19
MGD,SPOTIFY,CL,2019,Top 200,Myke Towers,467,4,32,76.963597,0,210,24218498,467,20
MGD,SPOTIFY,CL,2019,Top 200,Ariana Grande,451,17,25,112.740576,0,48,16733013,451,21
MGD,SPOTIFY,CL,2019,Top 200,Piso 21,449,2,26,126.928731,0,75,16605276,449,22
MGD,SPOTIFY,CL,2019,Top 200,Wisin & Yandel,446,9,14,79.757848,0,153,25612477,446,23
MGD,SPOTIFY,CL,2019,Top 200,Sam Smith,417,6,60,146.738609,0,0,11650422,417,24
MGD,SPOTIFY,CL,2019,Top 200,"Pedro Capó, Farruko",365,1,1,39.59726,82,225,41233136,365,25
MGD,SPOTIFY,CL,2020,Top 200,Bad Bunny,3571,31,1,71.042005,447,1459,291708830,3571,1
MGD,SPOTIFY,CL,2020,Top 200,Myke Towers,1513,22,4,89.748182,63,471,88629202,1513,2
MGD,SPOTIFY,CL,2020,Top 200,J Balvin,1460,11,8,70.893151,27,734,95801404,1460,3
MGD,SPOTIFY,CL,2020,Top 200,Camilo,986,12,3,81.71501,58,467,69666471,986,4
MGD,SPOTIFY,CL,2020,Top 200,Maluma,916,12,1,107.832969,131,249,75511338,916,5
MGD,SPOTIFY,CL,2020,Top 200,Dua Lipa,876,17,20,104.630137,0,131,36032583,876,6
MGD,SPOTIFY,CL,2020,Top 200,Anuel AA,857,14,2,74.861144,36,373,55719044,857,7
MGD,SPOTIFY,CL,2020,Top 200,Santaferia,786,6,20,113.360051,0,8,27486747,786,8
MGD,SPOTIFY,CL,2020,Top 200,Rauw Alejandro,727,12,3,71.233838,144,380,64767219,727,9
MGD,SPOTIFY,CL,2020,Top 200,"J Balvin, Bad Bunny",658,2,16,91.480243,0,147,32606160,658,10
MGD,SPOTIFY,CL,2020,Top 200,Harry Styles,593,3,51,108.998314,0,0,21423012,593,11
MGD,SPOTIFY,CL,2020,Top 200,Paloma Mami,545,6,9,110.26789,1,72,21864376,545,12
MGD,SPOTIFY,CL,2020,Top 200,Tainy,540,2,6,52.374074,61,305,44978081,540,13
MGD,SPOTIFY,CL,2020,Top 200,The Weeknd,516,14,13,78.127907,0,276,31407224,516,14
MGD,SPOTIFY,CL,2020,Top 200,Paulo Londra,501,3,74,156.307385,0,0,12917301,501,15
MGD,SPOTIFY,CL,2020,Top 200,"Rauw Alejandro, Farruko",451,2,6,83.687361,51,184,29930191,451,16
MGD,SPOTIFY,CL,2020,Top 200,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",438,2,22,102.90411,0,59,18032864,438,17
MGD,SPOTIFY,CL,2020,Top 200,Queen,416,2,136,177.985577,0,0,9346400,416,18
MGD,SPOTIFY,CL,2020,Top 200,Billie Eilish,392,7,51,141.364796,0,0,11703350,392,19
MGD,SPOTIFY,CL,2020,Top 200,Harry Nach,384,5,7,68.054688,53,219,28496354,384,20
MGD,SPOTIFY,CL,2020,Top 200,Ozuna,379,15,3,55.16095,86,260,38260137,379,21
MGD,SPOTIFY,CL,2020,Top 200,"Rauw Alejandro, Dalex, Lenny Tavárez",371,3,3,45.716981,129,250,37373671,371,22
MGD,SPOTIFY,CL,2020,Top 200,"KAROL G, Nicki Minaj",366,1,1,30.374317,94,281,53180179,366,23
MGD,SPOTIFY,CL,2020,Top 200,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",366,1,2,31.404372,59,261,43331224,366,24
MGD,SPOTIFY,CL,2020,Top 200,"Dímelo Flow, Arcangel, Sech",366,1,2,37.122951,100,232,45201068,366,25
MGD,SPOTIFY,CL,2021,Top 200,Bad Bunny,3724,22,1,100.925349,254,642,224741731,3724,1
MGD,SPOTIFY,CL,2021,Top 200,Rauw Alejandro,1893,20,1,89.814052,86,635,135116793,1893,2
MGD,SPOTIFY,CL,2021,Top 200,Olivia Rodrigo,1310,14,17,105.883969,0,118,57232282,1310,3
MGD,SPOTIFY,CL,2021,Top 200,Ak4:20,1235,6,6,83.521457,16,452,75037844,1235,4
MGD,SPOTIFY,CL,2021,Top 200,Dua Lipa,1235,9,38,114.676923,0,32,47866517,1235,5
MGD,SPOTIFY,CL,2021,Top 200,Myke Towers,1002,22,6,93.991018,122,346,72538062,1002,6
MGD,SPOTIFY,CL,2021,Top 200,KAROL G,956,10,2,87.517782,83,276,67396849,956,7
MGD,SPOTIFY,CL,2021,Top 200,Marcianeke,914,8,2,100.926696,54,205,57205585,914,8
MGD,SPOTIFY,CL,2021,Top 200,The Weeknd,902,7,29,96.690687,0,142,42248868,902,9
MGD,SPOTIFY,CL,2021,Top 200,Camilo,836,10,18,115.046651,0,127,37357755,836,10
MGD,SPOTIFY,CL,2021,Top 200,Sech,798,8,2,72.929825,109,327,65645845,798,11
MGD,SPOTIFY,CL,2021,Top 200,Doja Cat,771,6,31,94.996109,0,58,36251144,771,12
MGD,SPOTIFY,CL,2021,Top 200,Maluma,758,5,8,69.349604,4,250,54885005,758,13
MGD,SPOTIFY,CL,2021,Top 200,Harry Styles,682,4,52,133.711144,0,0,22386226,682,14
MGD,SPOTIFY,CL,2021,Top 200,Boza,580,3,3,76.62931,108,196,49018489,580,15
MGD,SPOTIFY,CL,2021,Top 200,Santaferia,549,7,28,128.540984,0,3,19514966,549,16
MGD,SPOTIFY,CL,2021,Top 200,Justin Quiles,537,5,11,66.98324,0,274,44334461,537,17
MGD,SPOTIFY,CL,2021,Top 200,Farruko,480,4,1,61.075,114,287,59238161,480,18
MGD,SPOTIFY,CL,2021,Top 200,"Anuel AA, Ozuna",413,13,8,105.861985,20,52,20286700,413,19
MGD,SPOTIFY,CL,2021,Top 200,Lil Nas X,407,6,35,85.560197,0,101,21939386,407,20
MGD,SPOTIFY,CL,2021,Top 200,"Mora, Jhay Cortez",402,3,10,70.855721,1,187,31136325,402,21
MGD,SPOTIFY,CL,2021,Top 200,BTS,392,11,11,114.65051,0,38,16112468,392,22
MGD,SPOTIFY,CL,2021,Top 200,Anuel AA,378,18,18,122.727513,0,49,16824074,378,23
MGD,SPOTIFY,CL,2021,Top 200,Selena Gomez,366,6,10,85.636612,1,169,27627477,366,24
MGD,SPOTIFY,CL,2021,Top 200,"Bad Bunny, Jhay Cortez",362,1,1,16.563536,147,361,62456115,362,25
MGD,SPOTIFY,CL,2022,Top 200,Bad Bunny,894,19,6,97.136465,45,122,51064005,894,1
MGD,SPOTIFY,CL,2022,Top 200,Rauw Alejandro,361,8,31,97.925208,0,86,18700909,361,2
MGD,SPOTIFY,CL,2022,Top 200,Dua Lipa,240,5,60,122.2625,0,0,9640863,240,3
MGD,SPOTIFY,CL,2022,Top 200,KAROL G,215,4,41,115.511628,0,25,9833803,215,4
MGD,SPOTIFY,CL,2022,Top 200,Marcianeke,212,7,2,79.919811,23,110,16867549,212,5
MGD,SPOTIFY,CL,2022,Top 200,Doja Cat,198,3,69,137.671717,0,0,7222079,198,6
MGD,SPOTIFY,CL,2022,Top 200,Cris Mj,196,4,1,60.938776,49,140,26267410,196,7
MGD,SPOTIFY,CL,2022,Top 200,Maluma,194,3,30,103.360825,0,39,9648462,194,8
MGD,SPOTIFY,CL,2022,Top 200,Ak4:20,175,3,87,127.125714,0,0,6494365,175,9
MGD,SPOTIFY,CL,2022,Top 200,The Weeknd,175,9,96,131.051429,0,0,6372256,175,10
MGD,SPOTIFY,CL,2022,Top 200,Santaferia,144,3,32,102.979167,0,2,6290219,144,11
MGD,SPOTIFY,CL,2022,Top 200,Trueno,144,2,33,97.486111,0,26,7057190,144,12
MGD,SPOTIFY,CL,2022,Top 200,"Cris Mj, Marcianeke",143,2,70,119.272727,0,0,5818906,143,13
MGD,SPOTIFY,CL,2022,Top 200,Myke Towers,118,2,34,92.110169,0,47,7069650,118,14
MGD,SPOTIFY,CL,2022,Top 200,Young Cister,98,5,11,51.887755,0,71,9890998,98,15
MGD,SPOTIFY,CL,2022,Top 200,El Jordan 23,95,2,7,89.863158,18,48,9647971,95,16
MGD,SPOTIFY,CL,2022,Top 200,Olivia Rodrigo,86,2,121,162.325581,0,0,2719169,86,17
MGD,SPOTIFY,CL,2022,Top 200,ROSALÍA,79,2,57,133.240506,0,0,2979058,79,18
MGD,SPOTIFY,CL,2022,Top 200,"J Balvin, Bad Bunny",74,2,59,91.72973,0,0,3464058,74,19
MGD,SPOTIFY,CL,2022,Top 200,Danny Ocean,74,2,159,184.432432,0,0,2127278,74,20
MGD,SPOTIFY,CL,2022,Top 200,Ryan Castro,73,2,61,146.917808,0,0,2564776,73,21
MGD,SPOTIFY,CL,2022,Top 200,Lil Nas X,73,2,93,136.068493,0,0,2581468,73,22
MGD,SPOTIFY,CL,2022,Top 200,"Rauw Alejandro, Chencho Corleone",72,1,1,2.944444,72,72,21063666,72,23
MGD,SPOTIFY,CL,2022,Top 200,"Standly, El Barto",72,1,1,5.069444,69,72,16762517,72,24
MGD,SPOTIFY,CL,2022,Top 200,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",72,1,1,5.861111,67,72,16197696,72,25
MGD,SPOTIFY,CO,2018,Top 200,Ozuna,1906,16,5,81.813221,15,744,28143543,1906,1
MGD,SPOTIFY,CO,2018,Top 200,Piso 21,1326,16,1,70.996983,162,645,25555350,1326,2
MGD,SPOTIFY,CO,2018,Top 200,Maluma,1309,11,5,84.535523,65,504,19891195,1309,3
MGD,SPOTIFY,CO,2018,Top 200,Ed Sheeran,1264,5,20,107.810918,0,153,11963101,1264,4
MGD,SPOTIFY,CO,2018,Top 200,Sebastian Yatra,1207,14,7,99.716653,67,279,15413573,1207,5
MGD,SPOTIFY,CO,2018,Top 200,Fonseca,1174,13,33,103.379046,0,214,11927604,1174,6
MGD,SPOTIFY,CO,2018,Top 200,Bad Bunny,1022,21,1,78.670254,136,375,20393626,1022,7
MGD,SPOTIFY,CO,2018,Top 200,J Balvin,996,14,5,69.76004,145,468,19563513,996,8
MGD,SPOTIFY,CO,2018,Top 200,Manuel Turizo,989,5,1,43.899899,184,628,25548344,989,9
MGD,SPOTIFY,CO,2018,Top 200,Manuel Medrano,956,7,68,137.476987,0,0,6123541,956,10
MGD,SPOTIFY,CO,2018,Top 200,Zion & Lennox,891,5,2,63.573513,206,369,20214266,891,11
MGD,SPOTIFY,CO,2018,Top 200,Danny Ocean,874,3,5,39.02746,37,649,19442368,874,12
MGD,SPOTIFY,CO,2018,Top 200,Queen,842,16,10,115.527316,2,117,9003060,842,13
MGD,SPOTIFY,CO,2018,Top 200,Morat,819,20,21,105.971917,0,127,8642010,819,14
MGD,SPOTIFY,CO,2018,Top 200,Dua Lipa,716,3,20,80.090782,0,147,8367047,716,15
MGD,SPOTIFY,CO,2018,Top 200,Imagine Dragons,687,14,83,133.604076,0,0,4502686,687,16
MGD,SPOTIFY,CO,2018,Top 200,Drake,682,18,6,89.47654,22,216,9205559,682,17
MGD,SPOTIFY,CO,2018,Top 200,Anuel AA,619,10,9,75.247173,26,240,10167529,619,18
MGD,SPOTIFY,CO,2018,Top 200,KAROL G,554,5,12,88.837545,0,219,7948514,554,19
MGD,SPOTIFY,CO,2018,Top 200,Silvestre Dangond,541,22,53,140.048059,0,0,3379447,541,20
MGD,SPOTIFY,CO,2018,Top 200,Greeicy,530,5,2,71.583019,49,232,9601919,530,21
MGD,SPOTIFY,CO,2018,Top 200,Yandel,529,4,29,118.446125,0,79,4568558,529,22
MGD,SPOTIFY,CO,2018,Top 200,Wisin,513,3,19,103.740741,0,81,5162878,513,23
MGD,SPOTIFY,CO,2018,Top 200,Bacilos,505,4,85,125.839604,0,0,3355824,505,24
MGD,SPOTIFY,CO,2018,Top 200,Cali Y El Dandee,504,3,24,86.867063,0,115,5877442,504,25
MGD,SPOTIFY,CO,2019,Top 200,Manuel Turizo,1582,14,9,99.333123,10,343,22120007,1582,1
MGD,SPOTIFY,CO,2019,Top 200,Bad Bunny,1338,12,2,97.887145,93,329,20430677,1338,2
MGD,SPOTIFY,CO,2019,Top 200,Ed Sheeran,1291,15,20,120.652982,0,84,13360128,1291,3
MGD,SPOTIFY,CO,2019,Top 200,Fonseca,1231,8,49,144.138911,0,4,10266049,1231,4
MGD,SPOTIFY,CO,2019,Top 200,Paulo Londra,1112,17,2,68.497302,125,473,26126823,1112,5
MGD,SPOTIFY,CO,2019,Top 200,Queen,1028,7,34,118.236381,0,100,10479170,1028,6
MGD,SPOTIFY,CO,2019,Top 200,Maluma,1023,17,3,76.686217,173,477,24047105,1023,7
MGD,SPOTIFY,CO,2019,Top 200,Danny Ocean,989,9,42,105.950455,0,16,10302503,989,8
MGD,SPOTIFY,CO,2019,Top 200,Ozuna,932,12,11,104.551502,0,208,13133485,932,9
MGD,SPOTIFY,CO,2019,Top 200,Piso 21,835,4,19,80.82515,0,162,11855349,835,10
MGD,SPOTIFY,CO,2019,Top 200,Sebastian Yatra,806,11,16,117.210918,0,97,8991092,806,11
MGD,SPOTIFY,CO,2019,Top 200,"J Balvin, Bad Bunny",781,6,2,63.332907,297,431,26933083,781,12
MGD,SPOTIFY,CO,2019,Top 200,Zion & Lennox,773,3,19,90.773609,0,133,9897207,773,13
MGD,SPOTIFY,CO,2019,Top 200,Morat,767,12,8,116.29987,1,9,7881622,767,14
MGD,SPOTIFY,CO,2019,Top 200,Jessi Uribe,739,8,16,126.924222,0,13,7168076,739,15
MGD,SPOTIFY,CO,2019,Top 200,Billie Eilish,648,14,25,99.205247,0,129,8553870,648,16
MGD,SPOTIFY,CO,2019,Top 200,Christian Nodal,642,6,51,125.260125,0,0,6066105,642,17
MGD,SPOTIFY,CO,2019,Top 200,J Balvin,631,4,4,98.836767,52,210,11021844,631,18
MGD,SPOTIFY,CO,2019,Top 200,Ariana Grande,606,18,15,99.706271,0,132,8023325,606,19
MGD,SPOTIFY,CO,2019,Top 200,Manuel Medrano,520,4,55,156.134615,0,0,4001008,520,20
MGD,SPOTIFY,CO,2019,Top 200,Maroon 5,508,4,60,120.580709,0,0,4931638,508,21
MGD,SPOTIFY,CO,2019,Top 200,Greeicy,506,8,53,131.199605,0,0,4339440,506,22
MGD,SPOTIFY,CO,2019,Top 200,Sam Smith,501,5,50,135.998004,0,1,4498389,501,23
MGD,SPOTIFY,CO,2019,Top 200,Kevin Roldan,432,7,16,115.685185,0,59,5007552,432,24
MGD,SPOTIFY,CO,2019,Top 200,Dua Lipa,416,4,34,140.889423,0,40,3836718,416,25
MGD,SPOTIFY,CO,2020,Top 200,Bad Bunny,2757,30,1,74.694596,235,1010,71010471,2757,1
MGD,SPOTIFY,CO,2020,Top 200,J Balvin,2251,12,1,45.548201,632,1540,88638045,2251,2
MGD,SPOTIFY,CO,2020,Top 200,Camilo,1354,11,2,68.454948,191,609,39029597,1354,3
MGD,SPOTIFY,CO,2020,Top 200,Maluma,1307,26,1,73.20811,154,579,44037951,1307,4
MGD,SPOTIFY,CO,2020,Top 200,Christian Nodal,1202,11,43,129.603993,0,1,14819786,1202,5
MGD,SPOTIFY,CO,2020,Top 200,Myke Towers,941,11,7,90.991498,25,307,18956333,941,6
MGD,SPOTIFY,CO,2020,Top 200,Dua Lipa,826,19,14,82.562954,0,239,15871553,826,7
MGD,SPOTIFY,CO,2020,Top 200,"J Balvin, Bad Bunny",741,3,6,62.42915,20,337,18076132,741,8
MGD,SPOTIFY,CO,2020,Top 200,Paulo Londra,706,2,55,142.410765,0,0,7823979,706,9
MGD,SPOTIFY,CO,2020,Top 200,Jessi Uribe,635,6,18,140.289764,0,3,7291365,635,10
MGD,SPOTIFY,CO,2020,Top 200,Zion & Lennox,604,3,83,166.25,0,0,5968594,604,11
MGD,SPOTIFY,CO,2020,Top 200,Morat,596,7,13,135.842282,0,9,6739635,596,12
MGD,SPOTIFY,CO,2020,Top 200,Rauw Alejandro,570,5,1,47.989474,188,359,23496122,570,13
MGD,SPOTIFY,CO,2020,Top 200,Tainy,546,3,1,50.43956,69,338,18741057,546,14
MGD,SPOTIFY,CO,2020,Top 200,Billie Eilish,536,9,26,116.102612,0,57,7486986,536,15
MGD,SPOTIFY,CO,2020,Top 200,The Weeknd,535,18,11,65.493458,0,294,14317908,535,16
MGD,SPOTIFY,CO,2020,Top 200,Harry Styles,525,3,53,128.093333,0,0,6624513,525,17
MGD,SPOTIFY,CO,2020,Top 200,Ed Sheeran,497,3,77,157.43662,0,0,5013527,497,18
MGD,SPOTIFY,CO,2020,Top 200,Piso 21,472,5,60,157.262712,0,0,4797837,472,19
